item_date_published,date,item_title,item_description,item_link
2018-08-01T09:53:52Z,2018-08-01,The Fight Over 3-D-Printed Guns,"<p>Blueprints for making a variety of plastic guns, including AR-15-style rifles, on 3-D printers were scheduled to be posted online today. Who is the man behind their planned release, and why is the federal government taking his side? Guest: Tiffany Hsu, a business reporter for The New York Times. For more information on today’s episode, visit nytimes.com/thedaily.</p>",NA
2018-07-31T09:51:40Z,2018-07-31,The Democrats’ Comeback Plan,"<p>Democrats are working on an election strategy for the 2018 midterms and beyond. It’s one that deliberately sounds less ambitious than it is. Guests: Representative Hakeem Jeffries, Democrat of New York; and Alexander Burns, who covers national politics for The New York Times. For more information on today’s episode, visit nytimes.com/thedaily.</p>",NA
2018-07-30T09:53:26Z,2018-07-30,Why the A.C.L.U. Wants to Be More Like the N.R.A.,"<p>For decades, the American Civil Liberties Union has battled in the courts on behalf of Americans’ constitutional rights, whether that means same-sex marriage or the right of neo-Nazis to hold a rally. But since the 2016 election, the A.C.L.U. has been changing tactics, and one of its models for the future is the National Rifle Association. Guest: Anthony Romero, the executive director of the A.C.L.U. For more information on today’s episode, visit nytimes.com/thedaily.</p>",NA
2018-07-27T09:51:11Z,2018-07-27,The ‘Ineligible’ Families,"<p>As it raced to meet a deadline for reunifying parents and children separated at the border, the Trump administration deemed hundreds of parents “ineligible.” What does it mean to be ineligible to be reunited with your own child? Guest: Caitlin Dickerson, who covers immigration for The New York Times. For more information on today’s episode, visit nytimes.com/thedaily.</p>",NA
2018-07-26T09:57:07Z,2018-07-26,"Which to Believe: Trump’s Words, or His Acts?","<p>Mike Pompeo, the secretary of state, testified on Wednesday before the Senate Foreign Relations Committee. The question that came to the fore: Is the United States’ policy toward Russia what the president says, or what the government does? Guest: Julie Hirschfeld Davis, who covers the White House for The New York Times. For more information on today’s episode, visit nytimes.com/thedaily.</p>",NA
2018-07-25T09:51:13Z,2018-07-25,The Tariff War,"<p>President Trump announced a $12 billion bailout for American farmers hurt by tariffs. Why does the trade war he started, in part to help those farmers, now require taxpayers to save them? Guest: Ana Swanson, who covers trade for The New York Times. For more information on today’s episode, visit nytimes.com/thedaily.</p>",NA
2018-07-24T09:58:49Z,2018-07-24,"Roe v. Wade, Part 2: The Culture Wars","<p>The Supreme Court ruled with little controversy in 1973 that women had a constitutional right to abortion. How did the decision give way to the deep and enduring political rifts we face today? Guest: Sabrina Tavernise, a New York Times correspondent who reported on the story of Roe v. Wade for “The Daily.” For more information on today’s episode, visit nytimes.com/thedaily.</p>",NA
2018-07-23T09:52:58Z,2018-07-23,"Roe v. Wade, Part 1: Who Was Jane Roe?","<p>The confirmation of Judge Brett M. Kavanaugh to the Supreme Court may hinge on a single ruling: Roe v. Wade, the 1973 decision that established a constitutional right to abortion in the United States. In a two-part series, “The Daily” takes a look at the history and legacy of the case. Guest: Sabrina Tavernise, a New York Times correspondent who reported on the story of Roe v. Wade for “The Daily.” For more information on today’s episode, visit nytimes.com/thedaily.</p>",NA
2018-07-20T09:42:16Z,2018-07-20,Facebook’s Plan to Police the Truth,"<p>The last time Facebook came under such intense scrutiny was when Mark Zuckerberg, the company’s chief executive, defended himself before Congress in April. But his latest policy on false news has turned the spotlight back to the social media giant. Guest: Kevin Roose, who covers technology for The New York Times. For more information on today’s episode, visit nytimes.com/thedaily.</p>",NA
2018-07-19T09:52:26Z,2018-07-19,The Other Russian Interference,"<p>Amid the chaos after the summit meeting between President Trump and President Vladimir V. Putin of Russia is a very different story of Russian interference, centered on the arrest of Maria Butina, a 29-year-old woman accused of being a Russian agent. Guest: Matthew Rosenberg, who covers intelligence and national security for The New York Times. For more information on today’s episode, visit nytimes.com/thedaily.</p>",NA
2018-07-18T09:53:53Z,2018-07-18,How Trump Withstands So Many Controversies,"<p>The word “treason” is being thrown around to describe how President Trump seemed to take Russia’s side during his summit meeting with President Vladimir V. Putin in Helsinki, Finland. But as with every major controversy that Mr. Trump has faced, it’s unclear if anything will happen as a result. Guest: Maggie Haberman, a White House correspondent for The New York Times. For more information on today’s episode, visit nytimes.com/thedaily.</p>",NA
2018-07-17T09:52:32Z,2018-07-17,Trump Sides With Putin,"<p>Standing next to President Vladimir V. Putin at the close of their summit meeting, President Trump challenged the conclusion of his own intelligence agencies: that Russia interfered in the 2016 presidential election. “They think it’s Russia,” Mr. Trump said. “I don’t see any reason why it would be.” Guest: Julie Hirschfeld Davis, a New York Times correspondent who reported on the meeting from Helsinki, Finland. For more information on today’s episode, visit nytimes.com/thedaily.</p>",NA
2018-07-16T09:50:56Z,2018-07-16,Why Believing Putin Will Be Hard This Time,"<p>President Trump has said in the past that he believes President Vladimir V. Putin of Russia “means it” when he denies Russian meddling in the 2016 election. But the indictment of 12 Russian military intelligence officers, handed down three days before the two leaders were scheduled to meet, tells a different story. Guest: Matt Apuzzo, a reporter for The New York Times in Washington, explains the indictment and how it may figure in the meeting between Mr. Trump and Mr. Putin. For more information on today’s episode, visit nytimes.com/thedaily.</p>",NA
2018-07-13T09:52:02Z,2018-07-13,Why Peter Strzok Wanted to Testify,"<p>After his text messages about President Trump were made public, Peter Strzok, a high-ranking F.B.I. agent who played a pivotal role in the Russia investigation, became a punching bag for Republican lawmakers. So why did he offer to testify before them? Guest: Michael S. Schmidt, who covers national security and federal investigations for The New York Times. For more information on today’s episode, visit nytimes.com/thedaily.</p>",NA
2018-07-12T09:53:01Z,2018-07-12,The (Misunderstood) Story of NATO,"<p>On a combative opening day of the NATO summit in Brussels, President Trump called other member countries “delinquent” on military spending and attacked Germany as a “captive” of Russia. We examine where his frustration is coming from. Guest: David E. Sanger, a national security correspondent for The New York Times and the author of “<a href=""https://www.penguinrandomhouse.com/books/547683/the-perfect-weapon-by-david-e-sanger/9780451497895/"" target=""_blank"">The Perfect Weapon: War, Sabotage, and Fear in the Cyber Age</a>.” For more information on today’s episode, visit nytimes.com/thedaily.</p>",NA
2018-07-11T09:52:17Z,2018-07-11,Brett Kavanaugh’s Change of Heart,"<p>Judge Brett Kavanaugh, who has been nominated to replace Justice Anthony Kennedy on the Supreme Court, once made the case for impeaching a president. He now says that was a mistake. Guest: Mark Landler, a White House correspondent for The New York Times, who examines why Judge Kavanaugh’s views have shifted. For more information on today’s episode, visit nytimes.com/thedaily.</p>",NA
2018-07-10T09:51:40Z,2018-07-10,Trump Picks Brett Kavanaugh,"<p>President Trump has nominated Judge Brett Kavanaugh to replace Justice Anthony Kennedy on the Supreme Court. Given Judge Kavanaugh’s conservative record and the political math in the Senate, what happens now? Guests: Adam Liptak, who covers the Supreme Court for The New York Times, discusses the announcement; Carl Hulse, the chief Washington correspondent for The Times, assesses Judge Kavanaugh’s prospects for confirmation. For more information on today’s episode, visit nytimes.com/thedaily.</p>",NA
2018-07-09T09:52:22Z,2018-07-09,Trump’s Supreme Court Finalists,"<p>President Trump is scheduled to announce his pick for a new Supreme Court justice at 9 p.m. Eastern. Here’s a look at the top candidates to replace Justice Anthony M. Kennedy. Guest: Adam Liptak, who covers the Supreme Court for The New York Times. For more information on today’s episode, visit nytimes.com/thedaily.</p>",NA
2018-07-06T09:54:16Z,2018-07-06,One Family’s Reunification Story,"<p>Since President Trump ended the practice of separating migrant children from their parents, very few families have been reunited. Those that have are becoming national symbols. Guest: Annie Correal, a New York Times reporter who accompanied Yeni González, a migrant from Guatemala, on part of her journey to join her three children after more than five weeks apart. For more information on today’s episode, visit nytimes.com/thedaily.</p>",NA
